flow_id,split,label,protocol,packet_count,byte_total,duration_sec,avg_pkt_len,std_pkt_len,pkts_per_sec,bytes_per_sec,syn_only_ratio,ack_ratio,dst_port,udp_small_packet_ratio,icmp_type,icmp_code,anomaly,is_attack
211.65.216.5_52.217.171.177_37013_443_tcp,train,normal,tcp,46340,55185682,156.627046,1190.88653431161,1075.9183677396954,295.86205692725633,352338.13960840454,0.0,1.0,443,0.0,0,0,-1,True
185.206.149.168_211.65.224.147_5255_15599_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,15599,0.0,0,0,-1,True
101.4.105.110_211.65.193.41_39346_6800_tcp,train,normal,tcp,514,972412,155.032314,1891.852140077821,683.3731807786155,3.315437838333497,6272.318169746211,0.0,1.0,6800,0.0,0,0,-1,True
185.206.149.168_211.65.224.149_5255_15599_udp,train,normal,udp,1,436,0.001,436.0,0.0,1000.0,436000.0,0.0,0.0,15599,0.0,0,0,-1,True
141.98.83.48_211.65.192.134_31575_443_tcp,train,normal,tcp,1,98,0.001,98.0,0.0,1000.0,98000.0,0.0,1.0,443,0.0,0,0,-1,True
185.206.149.168_211.65.224.150_5255_15599_udp,train,normal,udp,1,436,0.001,436.0,0.0,1000.0,436000.0,0.0,0.0,15599,0.0,0,0,-1,True
101.4.105.138_211.65.193.40_45869_20051_tcp,train,normal,tcp,9,1240,0.077559,137.77777777777777,155.75249438186484,116.04069160252196,15987.828620791912,0.0,1.0,20051,0.0,0,0,-1,True
101.4.105.130_211.65.193.52_65234_6443_tcp,train,normal,tcp,45,4074,152.394764,90.53333333333332,19.23145571424298,0.295285735670026,26.733201935993023,0.0,1.0,6443,0.0,0,0,-1,True
211.65.231.208_36.156.170.162_5033_5363_tcp,train,normal,tcp,1668,148438,156.542219,88.9916067146283,18.9946963835656,10.655272492336398,948.229819075198,0.0,1.0,5363,0.0,0,0,-1,True
185.206.149.168_211.65.224.152_5255_15599_udp,train,normal,udp,1,440,0.001,440.0,0.0,1000.0,440000.0,0.0,0.0,15599,0.0,0,0,-1,True
211.65.192.68_58.206.204.226_443_64919_tcp,train,normal,tcp,1797,238172,156.359788,132.5386755703951,92.3636764469316,11.49272471512944,1523.2305124384025,0.0,1.0,64919,0.0,0,0,-1,True
185.206.149.168_211.65.224.155_5255_15599_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,15599,0.0,0,0,-1,True
101.4.105.130_211.65.193.46_58176_16443_tcp,train,normal,tcp,35,4552,153.35019,130.05714285714285,64.411153806572,0.2282357785145228,29.68369325137452,0.0,1.0,16443,0.0,0,0,-1,True
211.65.244.2_74.82.47.12_80_37273_tcp,train,normal,tcp,1,149,0.001,149.0,0.0,1000.0,149000.0,0.0,1.0,37273,0.0,0,0,-1,True
211.65.231.202_47.96.91.57_2515_80_tcp,train,normal,tcp,746,188840,152.884889,253.1367292225201,240.92799268455116,4.879488122596603,1235.1776636342393,0.0,1.0,80,0.0,0,0,-1,True
185.206.149.168_211.65.224.157_5255_15599_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,15599,0.0,0,0,-1,True
185.206.149.168_211.65.245.198_5255_15599_udp,train,normal,udp,1,437,0.001,437.0,0.0,1000.0,437000.0,0.0,0.0,15599,0.0,0,0,-1,True
211.65.210.85_213.170.135.17_5060_5345_udp,train,normal,udp,1,438,0.001,438.0,0.0,1000.0,438000.0,0.0,0.0,5345,0.0,0,0,-1,True
185.206.149.168_211.65.245.200_5255_15599_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,15599,0.0,0,0,-1,True
211.65.210.86_213.170.135.17_5060_5345_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,5345,0.0,0,0,-1,True
211.65.210.88_213.170.135.17_5060_5345_udp,train,normal,udp,1,437,0.001,437.0,0.0,1000.0,437000.0,0.0,0.0,5345,0.0,0,0,-1,True
185.206.149.168_211.65.245.203_5255_15599_udp,train,normal,udp,1,440,0.001,440.0,0.0,1000.0,440000.0,0.0,0.0,15599,0.0,0,0,-1,True
101.4.105.82_211.65.193.40_58529_20051_tcp,train,normal,tcp,5,461,0.071661,92.2,40.51863768687195,69.77295879209053,6433.066800630747,0.0,1.0,20051,0.0,0,0,-1,True
185.206.149.168_211.65.245.205_5255_15599_udp,train,normal,udp,1,438,0.001,438.0,0.0,1000.0,438000.0,0.0,0.0,15599,0.0,0,0,-1,True
211.65.210.91_213.170.135.17_5060_5345_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,5345,0.0,0,0,-1,True
211.65.204.250_91.92.69.27_49197_8631_udp,train,normal,udp,1,558,0.001,558.0,0.0,1000.0,558000.0,0.0,0.0,8631,0.0,0,0,-1,True
211.65.210.93_213.170.135.17_5060_5345_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,5345,0.0,0,0,-1,True
188.166.223.22_211.65.196.38_37677_23_tcp,train,normal,tcp,5,320,66.238173,64.0,0.0,0.0754851737834013,4.831051122137684,0.0,1.0,23,0.0,0,0,-1,True
185.206.149.168_211.65.245.206_5255_15599_udp,train,normal,udp,1,440,0.001,440.0,0.0,1000.0,440000.0,0.0,0.0,15599,0.0,0,0,-1,True
211.65.210.94_213.170.135.17_5060_5345_udp,train,normal,udp,1,435,0.001,435.0,0.0,1000.0,435000.0,0.0,0.0,5345,0.0,0,0,-1,True
211.65.232.169_213.170.135.17_5060_5345_udp,train,normal,udp,1,436,0.001,436.0,0.0,1000.0,436000.0,0.0,0.0,5345,0.0,0,0,-1,True
111.55.79.208_211.65.216.130_44985_443_tcp,train,normal,tcp,13,3165,1.649736,243.46153846153845,379.660094008112,7.880048686577731,1918.48877638604,0.0,1.0,443,0.0,0,0,-1,True
211.65.232.172_213.170.135.17_5060_5345_udp,train,normal,udp,1,437,0.001,437.0,0.0,1000.0,437000.0,0.0,0.0,5345,0.0,0,0,-1,True
163.172.215.177_211.65.198.178_5297_5070_udp,train,normal,udp,1,465,0.001,465.0,0.0,1000.0,465000.0,0.0,0.0,5070,0.0,0,0,-1,True
143.0.228.188_211.65.202.252_5027_25750_udp,train,normal,udp,1,558,0.001,558.0,0.0,1000.0,558000.0,0.0,0.0,25750,0.0,0,0,-1,True
211.65.232.175_213.170.135.17_5060_5345_udp,train,normal,udp,1,439,0.001,439.0,0.0,1000.0,439000.0,0.0,0.0,5345,0.0,0,0,-1,True
211.65.232.177_213.170.135.17_5060_5345_udp,train,normal,udp,1,434,0.001,434.0,0.0,1000.0,434000.0,0.0,0.0,5345,0.0,0,0,-1,True
211.65.232.170_213.170.135.17_5060_5345_udp,train,normal,udp,1,438,0.001,438.0,0.0,1000.0,438000.0,0.0,0.0,5345,0.0,0,0,-1,True
211.65.232.178_213.170.135.17_5060_5345_udp,train,normal,udp,1,436,0.001,436.0,0.0,1000.0,436000.0,0.0,0.0,5345,0.0,0,0,-1,True
101.4.105.130_211.65.193.40_54715_20051_tcp,train,normal,tcp,9,1316,0.054058,146.22222222222223,179.1986965340601,166.48784638721372,24344.22287173036,0.0,1.0,20051,0.0,0,0,-1,True
184.105.247.235_211.65.235.222_42851_80_tcp,train,normal,tcp,1,149,0.001,149.0,0.0,1000.0,149000.0,0.0,1.0,80,0.0,0,0,-1,True
103.145.5.123_211.65.206.229_44405_54335_tcp,train,normal,tcp,1,78,0.001,78.0,0.0,1000.0,78000.0,0.0,1.0,54335,0.0,0,0,-1,True
211.65.207.53_91.243.177.250_23_37096_tcp,train,normal,tcp,2,128,0.329529,64.0,0.0,6.069268562099238,388.43318797435126,0.0,1.0,37096,0.0,0,0,-1,True
163.172.215.177_211.65.235.5_5297_5070_udp,train,normal,udp,1,463,0.001,463.0,0.0,1000.0,463000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.18_5297_5070_udp,train,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.7_5297_5070_udp,train,normal,udp,1,462,0.001,462.0,0.0,1000.0,462000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.25_5297_5070_udp,train,normal,udp,1,462,0.001,462.0,0.0,1000.0,462000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.12_5297_5070_udp,train,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.3_5297_5070_udp,train,normal,udp,1,462,0.001,462.0,0.0,1000.0,462000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.9_5297_5070_udp,train,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.28_5297_5070_udp,train,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.10_5297_5070_udp,train,normal,udp,1,463,0.001,463.0,0.0,1000.0,463000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.17_5297_5070_udp,train,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.26_5297_5070_udp,train,normal,udp,1,460,0.001,460.0,0.0,1000.0,460000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.23_5297_5070_udp,train,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.235.20_5297_5070_udp,train,normal,udp,1,461,0.001,461.0,0.0,1000.0,461000.0,0.0,0.0,5070,0.0,0,0,-1,True
121.46.26.71_211.65.192.5_443_60132_tcp,train,normal,tcp,21,8957,0.242231,426.5238095238095,642.9262431998022,86.69410603927656,36977.10037113334,0.0,1.0,60132,0.0,0,0,-1,True
163.172.215.177_211.65.235.15_5297_5070_udp,train,normal,udp,1,462,0.001,462.0,0.0,1000.0,462000.0,0.0,0.0,5070,0.0,0,0,-1,True
106.75.171.154_211.65.219.140_58914_5683_udp,train,normal,udp,1,135,0.001,135.0,0.0,1000.0,135000.0,0.0,0.0,5683,0.0,0,0,-1,True
193.163.125.75_211.65.228.93_24585_500_udp,train,normal,udp,2,984,3.00149,492.0,134.0,0.6663357199257702,327.8371742034789,0.0,0.0,500,0.0,0,0,-1,True
163.172.215.177_211.65.240.235_5297_5070_udp,train,normal,udp,1,465,0.001,465.0,0.0,1000.0,465000.0,0.0,0.0,5070,0.0,0,0,-1,True
185.94.111.1_211.65.251.217_41018_1900_udp,train,normal,udp,1,140,0.001,140.0,0.0,1000.0,140000.0,0.0,0.0,1900,0.0,0,0,-1,True
101.4.105.106_211.65.193.40_49077_20051_tcp,train,normal,tcp,4,453,0.003952,113.25,74.91119742735394,1012.1457489878544,114625.5060728745,0.0,1.0,20051,0.0,0,0,-1,True
211.65.211.74_78.126.165.172_14964_6863_udp,train,normal,udp,1,1355,0.001,1355.0,0.0,1000.0,1355000.0,0.0,0.0,6863,0.0,0,0,-1,True
193.163.125.53_211.65.251.10_24507_10443_udp,train,normal,udp,1,192,0.001,192.0,0.0,1000.0,192000.0,0.0,0.0,10443,0.0,0,0,-1,True
183.255.16.184_211.65.196.149_0_0_icmp,test,attack,icmp,8,816,1.147364,102.0,0.0,6.972503930749091,711.1954009364073,0.0,0.0,0,0.0,8,0,-1,True
13.115.90.16_211.65.206.31_0_0_icmp,test,attack,icmp,3,258,13.124393,86.0,0.0,0.2285819999446831,19.65805199524275,0.0,0.0,0,0.0,0,0,-1,True
211.65.193.19_222.186.17.137_0_0_icmp,test,attack,icmp,1,102,0.001,102.0,0.0,1000.0,102000.0,0.0,0.0,0,0.0,0,0,-1,True
183.255.16.184_211.65.193.11_0_0_icmp,test,attack,icmp,8,816,1.148511,102.0,0.0,6.965540599959425,710.4851411958614,0.0,0.0,0,0.0,8,0,-1,True
183.255.16.184_211.65.193.19_0_0_icmp,test,attack,icmp,4,408,1.147945,102.0,0.0,3.484487497223299,355.4177247167765,0.0,0.0,0,0.0,8,0,-1,True
183.255.16.184_211.65.196.137_0_0_icmp,test,attack,icmp,4,408,1.147423,102.0,0.0,3.4860727037892736,355.57941578650593,0.0,0.0,0,0.0,0,0,-1,True
183.255.16.184_211.65.196.189_0_0_icmp,test,attack,icmp,4,408,1.147993,102.0,0.0,3.4843418034778955,355.4028639547453,0.0,0.0,0,0.0,0,0,-1,True
211.65.193.19_58.220.12.21_0_0_icmp,test,attack,icmp,6,612,0.243582,102.0,0.0,24.63236199719191,2512.500923713575,0.0,0.0,0,0.0,8,0,-1,True
211.65.206.62_58.220.12.21_0_0_icmp,test,attack,icmp,3,306,0.241399,102.0,0.0,12.4275576949366,1267.6108848835331,0.0,0.0,0,0.0,0,0,-1,True
211.65.193.11_58.220.12.21_0_0_icmp,test,attack,icmp,3,306,0.241583,102.0,0.0,12.418092332655858,1266.6454179308976,0.0,0.0,0,0.0,8,0,-1,True
211.65.195.1_8.221.142.9_0_0_icmp,test,attack,icmp,1,68,0.001,68.0,0.0,1000.0,68000.0,0.0,0.0,0,0.0,8,0,-1,True
119.249.53.3_211.65.196.189_0_0_icmp,test,attack,icmp,3,306,0.188796,102.0,0.0,15.890167164558571,1620.7970507849743,0.0,0.0,0,0.0,8,0,-1,True
211.65.193.19_47.77.68.155_0_0_icmp,test,attack,icmp,1,68,0.001,68.0,0.0,1000.0,68000.0,0.0,0.0,0,0.0,8,0,-1,True
183.232.50.3_211.65.193.11_0_0_icmp,test,attack,icmp,4,408,0.472157,102.0,0.0,8.471758334621747,864.1193501314182,0.0,0.0,0,0.0,0,0,-1,True
183.232.50.3_211.65.196.189_0_0_icmp,test,attack,icmp,8,816,0.472622,102.0,0.0,16.926846401564042,1726.5383329595322,0.0,0.0,0,0.0,8,0,-1,True
183.232.50.3_211.65.196.137_0_0_icmp,test,attack,icmp,8,816,0.472372,102.0,0.0,16.935804831785116,1727.452092842082,0.0,0.0,0,0.0,8,0,-1,True
183.232.50.3_211.65.206.62_0_0_icmp,test,attack,icmp,4,408,0.472439,102.0,0.0,8.466701521254596,863.6035551679688,0.0,0.0,0,0.0,8,0,-1,True
119.249.53.3_211.65.206.62_0_0_icmp,test,attack,icmp,6,612,0.18886,102.0,0.0,31.76956475696283,3240.4956052102084,0.0,0.0,0,0.0,8,0,-1,True
183.232.50.3_211.65.196.149_0_0_icmp,test,attack,icmp,4,408,0.472112,102.0,0.0,8.472565831836514,864.2017148473244,0.0,0.0,0,0.0,0,0,-1,True
119.249.53.3_211.65.193.19_0_0_icmp,test,attack,icmp,3,306,0.188751,102.0,0.0,15.89395552871243,1621.1834639286678,0.0,0.0,0,0.0,0,0,-1,True
157.255.141.204_211.65.192.5_0_0_icmp,test,attack,icmp,2,136,0.001,68.0,0.0,2000.0,136000.0,0.0,0.0,0,0.0,8,0,-1,True
211.65.224.56_81.16.152.2_0_0_icmp,test,attack,icmp,1,64,0.001,64.0,0.0,1000.0,64000.0,0.0,0.0,0,0.0,8,0,-1,True
211.65.196.161_8.222.33.113_0_0_icmp,test,attack,icmp,1,68,0.001,68.0,0.0,1000.0,68000.0,0.0,0.0,0,0.0,8,0,-1,True
211.65.196.189_42.56.67.131_0_0_icmp,test,attack,icmp,5,510,0.493813,102.0,0.0,10.125290342700575,1032.7796149554588,0.0,0.0,0,0.0,8,0,-1,True
211.65.206.62_42.56.67.131_0_0_icmp,test,attack,icmp,10,1020,0.494087,102.0,0.0,20.23935055971924,2064.413757091362,0.0,0.0,0,0.0,8,0,-1,True
211.65.196.137_42.56.67.131_0_0_icmp,test,attack,icmp,5,510,0.493806,102.0,0.0,10.125433874841535,1032.7942552338368,0.0,0.0,0,0.0,8,0,-1,True
211.65.193.19_42.56.67.131_0_0_icmp,test,attack,icmp,5,510,0.493649,102.0,0.0,10.128654165206452,1033.122724851058,0.0,0.0,0,0.0,0,0,-1,True
211.65.196.161_43.96.85.129_0_0_icmp,test,attack,icmp,1,68,0.001,68.0,0.0,1000.0,68000.0,0.0,0.0,0,0.0,8,0,-1,True
123.151.109.1_211.65.192.5_0_0_icmp,test,attack,icmp,1,68,0.001,68.0,0.0,1000.0,68000.0,0.0,0.0,0,0.0,8,0,-1,True
211.65.196.137_27.221.122.6_0_0_icmp,test,attack,icmp,5,510,0.674246,102.0,0.0,7.415691008919593,756.4004829097985,0.0,0.0,0,0.0,0,0,-1,True
211.65.193.19_27.221.122.6_0_0_icmp,test,attack,icmp,5,510,0.674222,102.0,0.0,7.415954982186876,756.4274081830614,0.0,0.0,0,0.0,8,0,-1,True
211.65.193.11_27.221.122.6_0_0_icmp,test,attack,icmp,10,1020,0.674955,102.0,0.0,14.815802534983815,1511.211858568349,0.0,0.0,0,0.0,8,0,-1,True
211.65.196.189_27.221.122.6_0_0_icmp,test,attack,icmp,5,510,0.674346,102.0,0.0,7.414591322555483,756.2883149006593,0.0,0.0,0,0.0,0,0,-1,True
113.250.80.3_211.65.193.11_0_0_icmp,test,attack,icmp,5,510,0.743566,102.0,0.0,6.724352646570715,685.883969950213,0.0,0.0,0,0.0,8,0,-1,True
211.65.196.149_27.221.122.6_0_0_icmp,test,attack,icmp,10,1020,0.674418,102.0,0.0,14.82759950060645,1512.4151490618578,0.0,0.0,0,0.0,8,0,-1,True
113.250.80.3_211.65.193.19_0_0_icmp,test,attack,icmp,10,1020,0.743971,102.0,0.0,13.441384139973197,1371.021182277266,0.0,0.0,0,0.0,8,0,-1,True
150.5.147.159_211.65.196.182_0_0_icmp,test,attack,icmp,1,68,0.001,68.0,0.0,1000.0,68000.0,0.0,0.0,0,0.0,8,0,-1,True
113.250.80.3_211.65.196.149_0_0_icmp,test,attack,icmp,5,510,0.743343,102.0,0.0,6.726369926131006,686.0897324653625,0.0,0.0,0,0.0,8,0,-1,True
113.250.80.3_211.65.206.62_0_0_icmp,test,attack,icmp,5,510,0.743295,102.0,0.0,6.726804297082585,686.1340383024236,0.0,0.0,0,0.0,0,0,-1,True
172.232.232.179_211.65.244.23_45286_2179_tcp,test,attack,tcp,2,156,1.02685,78.0,0.0,1.9477041437405656,151.92092321176412,1.0,0.0,2179,0.0,0,0,-1,True
194.88.98.109_211.65.229.222_59710_2775_tcp,test,attack,tcp,2,128,0.005158,64.0,0.0,387.74718883288097,24815.82008530438,1.0,0.0,2775,0.0,0,0,-1,True
206.119.160.191_211.65.216.11_23551_443_tcp,test,attack,tcp,1,98,0.001,98.0,0.0,1000.0,98000.0,1.0,0.0,443,0.0,0,0,-1,True
192.168.88.2_211.65.193.181_179_47597_tcp,test,attack,tcp,3,234,3.021729,78.0,0.0,0.9928090838059932,77.43910853686747,1.0,0.0,47597,0.0,0,0,-1,True
211.65.208.6_69.5.169.26_2080_53330_tcp,test,attack,tcp,3,192,0.003622,64.0,0.0,828.2716731087797,53009.3870789619,1.0,0.0,53330,0.0,0,0,-1,True
211.65.223.204_69.5.169.113_6009_34756_tcp,test,attack,tcp,2,128,0.001403,64.0,0.0,1425.5167498218104,91233.07198859588,1.0,0.0,34756,0.0,0,0,-1,True
139.162.119.146_211.65.225.112_48334_56094_tcp,test,attack,tcp,2,156,1.004568,78.0,0.0,1.9909055434773957,155.29063239123684,1.0,0.0,56094,0.0,0,0,-1,True
211.65.226.79_69.5.169.3_6059_59212_tcp,test,attack,tcp,2,128,0.001,64.0,0.0,2000.0,128000.0,1.0,0.0,59212,0.0,0,0,-1,True
139.162.119.94_211.65.230.161_44290_81_tcp,test,attack,tcp,2,156,1.0363,78.0,0.0,1.929943066679533,150.53555920100357,1.0,0.0,81,0.0,0,0,-1,True
211.65.251.119_24.144.88.71_23_52341_tcp,test,attack,tcp,7,448,41.333616,64.0,0.0,0.1693536805490233,10.838635555137492,1.0,0.0,52341,0.0,0,0,-1,True
211.65.254.57_74.63.193.242_23_5847_tcp,test,attack,tcp,11,704,45.023605,64.0,0.0,0.2443162869787969,15.636242366643009,1.0,0.0,5847,0.0,0,0,-1,True
185.151.29.90_211.65.246.47_53141_23_tcp,test,attack,tcp,47,3008,46.285779,64.0,0.0,1.0154306790429086,64.98756345874615,1.0,0.0,23,0.0,0,0,-1,True
211.65.218.21_68.183.90.163_23_24660_tcp,test,attack,tcp,7,448,45.858554,64.0,0.0,0.152643277849537,9.769169782370373,1.0,0.0,24660,0.0,0,0,-1,True
104.236.237.127_211.65.223.66_17524_23_tcp,test,attack,tcp,6,384,33.189627,64.0,0.0,0.1807793742303883,11.569879950744852,1.0,0.0,23,0.0,0,0,-1,True
211.65.250.131_64.41.83.194_23_15584_tcp,test,attack,tcp,2,128,0.47758,64.0,0.0,4.187780057791365,268.01792369864734,1.0,0.0,15584,0.0,0,0,-1,True
167.99.83.143_211.65.197.155_19377_23_tcp,test,attack,tcp,2,128,29.592635,64.0,0.0,0.0675843837495376,4.325400559970412,1.0,0.0,23,0.0,0,0,-1,True
197.242.158.191_211.65.231.90_26363_23_tcp,test,attack,tcp,7,448,47.41136,64.0,0.0,0.1476439401864869,9.449212171935164,1.0,0.0,23,0.0,0,0,-1,True
197.242.158.193_211.65.194.14_37421_23_tcp,test,attack,tcp,39,2496,47.060029,64.0,0.0,0.8287287710766179,53.038641348903546,1.0,0.0,23,0.0,0,0,-1,True
211.65.211.194_66.96.98.3_23_49593_tcp,test,attack,tcp,7,448,42.611518,64.0,0.0,0.1642748329219344,10.513589307003802,1.0,0.0,49593,0.0,0,0,-1,True
211.65.215.95_67.207.164.18_23_61034_tcp,test,attack,tcp,11,704,46.3024,64.0,0.0,0.2375686789453678,15.204395452503542,1.0,0.0,61034,0.0,0,0,-1,True
211.65.193.136_45.224.197.10_23_65368_tcp,test,attack,tcp,2,156,1.032158,78.0,0.0,1.937687834614468,151.1396510999285,1.0,0.0,65368,0.0,0,0,-1,True
209.126.1.71_211.65.244.196_35125_23_tcp,test,attack,tcp,48,3072,46.759007,64.0,0.0,1.0265401914972232,65.69857225582228,1.0,0.0,23,0.0,0,0,-1,True
107.191.48.15_211.65.228.46_25014_23_tcp,test,attack,tcp,6,384,43.761539,64.0,0.0,0.1371066954477995,8.774828508659168,1.0,0.0,23,0.0,0,0,-1,True
211.65.253.92_31.131.26.112_23_43055_tcp,test,attack,tcp,2,128,33.618046,64.0,0.0,0.0594918574387101,3.80747887607745,1.0,0.0,43055,0.0,0,0,-1,True
211.65.196.13_66.55.85.5_23_50003_tcp,test,attack,tcp,7,448,44.402069,64.0,0.0,0.1576503112951786,10.089619922891432,1.0,0.0,50003,0.0,0,0,-1,True
211.65.219.200_38.58.181.20_23_61562_tcp,test,attack,tcp,84,5376,47.895851,64.0,0.0,1.7538053557081594,112.2435427653222,1.0,0.0,61562,0.0,0,0,-1,True
211.65.215.182_23.111.74.222_23_38467_tcp,test,attack,tcp,24,1536,15.802114,64.0,0.0,1.518784132300273,97.20218446721748,1.0,0.0,38467,0.0,0,0,-1,True
211.65.240.251_84.22.120.18_23_31408_tcp,test,attack,tcp,14,896,44.916071,64.0,0.0,0.3116924452274554,19.948316494557147,1.0,0.0,31408,0.0,0,0,-1,True
211.65.231.208_36.156.170.162_5033_5363_tcp,test,normal,tcp,97,8614,10.537763,88.80412371134021,18.998990301580264,9.204989711763304,817.4410451250421,0.0,1.0,5363,0.0,0,0,-1,True
211.65.216.5_52.217.171.177_37013_443_tcp,test,normal,tcp,5980,6863776,10.61303,1147.7886287625415,994.6679892476212,563.4583149204327,646731.0466473759,0.0,1.0,443,0.0,0,0,-1,True
208.67.220.123_211.65.193.104_443_58741_udp,test,normal,udp,652,844816,10.558097,1295.7300613496932,29.28180434400189,61.75355274724223,80015.9346897457,0.0,0.0,58741,0.0,0,0,-1,True
101.4.105.82_211.65.193.40_51901_20051_tcp,test,normal,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,0.0,1.0,20051,0.0,0,0,-1,True
101.4.105.90_211.65.193.41_35332_6800_tcp,test,normal,tcp,18,1260,10.015246,70.0,0.0,1.79725989756018,125.8081928292126,0.0,1.0,6800,0.0,0,0,-1,True
101.4.105.146_211.65.193.41_59814_6800_tcp,test,normal,tcp,32,2240,10.046372,70.0,0.0,3.185229453976022,222.9660617783216,0.0,1.0,6800,0.0,0,0,-1,True
1.192.137.12_211.65.227.45_80_49555_tcp,test,normal,tcp,4,4132,5.449292,1033.0,969.0041279581836,0.7340403120258558,758.2636423227091,0.0,1.0,49555,0.0,0,0,-1,True
163.172.215.177_211.65.245.77_5297_5070_udp,test,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.245.57_5297_5070_udp,test,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
163.172.215.177_211.65.245.80_5297_5070_udp,test,normal,udp,1,464,0.001,464.0,0.0,1000.0,464000.0,0.0,0.0,5070,0.0,0,0,-1,True
101.4.105.90_211.65.193.40_55463_20051_tcp,test,normal,tcp,9,1454,0.02167,161.55555555555554,222.01106634635784,415.3207198892479,67097.3696354407,0.0,1.0,20051,0.0,0,0,-1,True
